               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.028086,            0.025711,           0.0025426,             0.95345,             0.89248,             0.95756,             0.66791,            0.032535,            0.022822,           0.0039099,           0.0022285,           0.0022285,           0.0022285
                 159,            0.028024,            0.026506,           0.0027492,             0.95309,             0.89162,             0.95314,             0.67679,            0.032743,            0.022567,           0.0042667,            0.002179,            0.002179,            0.002179
                 160,            0.027771,            0.025411,           0.0029024,             0.96304,             0.89648,             0.95566,             0.67946,             0.03216,            0.022253,            0.003951,           0.0021295,           0.0021295,           0.0021295
                 161,            0.028476,            0.026574,           0.0026457,               0.946,             0.90842,             0.95463,             0.66607,            0.032542,            0.022333,           0.0038359,             0.00208,             0.00208,             0.00208
                 162,            0.027974,            0.025849,             0.00274,             0.95131,             0.91508,             0.96028,             0.67266,            0.032186,            0.022351,           0.0039511,           0.0020305,           0.0020305,           0.0020305
                 163,            0.027798,             0.02546,           0.0026687,             0.95015,             0.91022,             0.95804,             0.65781,            0.032778,            0.022726,           0.0037576,            0.001981,            0.001981,            0.001981
                 164,            0.028027,            0.025917,           0.0027712,             0.93723,             0.90189,             0.95494,             0.66614,            0.032514,            0.022334,           0.0039767,           0.0019315,           0.0019315,           0.0019315
                 165,            0.028555,            0.026151,           0.0028513,             0.94243,             0.91587,             0.95847,             0.66881,            0.032465,            0.022233,           0.0037746,            0.001882,            0.001882,            0.001882
                 166,            0.028304,             0.02498,           0.0026569,             0.95449,             0.91512,             0.95291,             0.66249,            0.033164,            0.022875,            0.003783,           0.0018325,           0.0018325,           0.0018325
                 167,            0.028259,             0.02511,           0.0027729,             0.94995,             0.90102,             0.94926,             0.66062,            0.032754,            0.022762,           0.0038331,            0.001783,            0.001783,            0.001783
                 168,            0.027921,            0.025717,           0.0026714,             0.94858,             0.90607,             0.95257,             0.67805,            0.031988,            0.022434,           0.0039095,           0.0017335,           0.0017335,           0.0017335
                 169,            0.027867,            0.025393,           0.0027194,             0.95604,             0.91125,             0.96065,             0.67277,            0.032666,            0.022424,           0.0040006,            0.001684,            0.001684,            0.001684
                 170,            0.027735,             0.02528,           0.0025848,             0.95644,             0.91432,             0.96232,             0.67891,            0.031705,            0.022109,           0.0034755,           0.0016345,           0.0016345,           0.0016345
                 171,            0.028068,            0.027205,           0.0029441,             0.95643,             0.90964,             0.95889,             0.67352,            0.032119,             0.02195,           0.0036269,            0.001585,            0.001585,            0.001585
                 172,            0.027713,            0.025781,            0.002707,             0.96374,              0.9074,             0.95887,             0.67655,            0.032165,            0.022501,            0.003773,           0.0015355,           0.0015355,           0.0015355
                 173,            0.028029,            0.025399,           0.0028227,             0.95972,             0.90842,             0.95782,             0.68282,            0.032016,            0.022089,           0.0036298,            0.001486,            0.001486,            0.001486
                 174,             0.02728,            0.025163,           0.0026907,             0.96361,             0.91511,             0.96172,              0.6824,            0.032295,            0.022474,           0.0036369,           0.0014365,           0.0014365,           0.0014365
                 175,            0.027758,            0.026389,           0.0025882,             0.95992,             0.90439,             0.95841,             0.66941,            0.032561,            0.022379,           0.0036623,            0.001387,            0.001387,            0.001387
                 176,            0.026817,             0.02457,           0.0025573,             0.95015,             0.91616,             0.95747,             0.67212,            0.032252,            0.021794,           0.0034884,           0.0013375,           0.0013375,           0.0013375
                 177,            0.027702,            0.025732,           0.0027596,             0.95503,             0.90573,             0.96053,             0.68139,            0.031785,            0.021837,           0.0034793,            0.001288,            0.001288,            0.001288
                 178,            0.027184,            0.025765,           0.0024637,             0.95813,             0.91604,             0.95825,             0.67948,            0.031695,            0.022151,           0.0034932,           0.0012385,           0.0012385,           0.0012385
                 179,            0.026927,            0.025342,           0.0026389,             0.95585,             0.91655,             0.96432,             0.68098,            0.031727,            0.022205,           0.0033384,            0.001189,            0.001189,            0.001189
                 180,            0.026581,            0.025165,           0.0026181,             0.95876,             0.91172,             0.96096,             0.68364,            0.031601,            0.022257,           0.0037183,           0.0011395,           0.0011395,           0.0011395
                 181,            0.026576,            0.025322,           0.0026152,             0.94697,             0.91251,             0.95527,             0.68258,             0.03147,            0.022567,           0.0036655,             0.00109,             0.00109,             0.00109
                 182,            0.027483,             0.02628,           0.0027356,             0.95917,             0.90917,             0.95863,             0.68609,            0.031359,            0.022284,           0.0036969,           0.0010405,           0.0010405,           0.0010405
                 183,            0.026729,            0.025005,           0.0025905,             0.95063,             0.92159,              0.9566,              0.6925,            0.031358,            0.022051,           0.0037298,            0.000991,            0.000991,            0.000991
                 184,            0.026687,            0.025562,             0.00267,             0.95305,             0.91936,             0.95656,             0.68352,            0.031314,            0.021887,           0.0035003,           0.0009415,           0.0009415,           0.0009415
                 185,            0.026466,            0.024133,           0.0027848,             0.95966,             0.91353,             0.95642,             0.68206,            0.031518,            0.022046,           0.0034935,            0.000892,            0.000892,            0.000892
                 186,             0.02649,            0.024675,           0.0025068,             0.96186,             0.91143,             0.95815,             0.68811,             0.03114,            0.021856,           0.0034229,           0.0008425,           0.0008425,           0.0008425
                 187,            0.026728,            0.024834,           0.0030081,             0.95878,             0.90507,             0.95593,             0.68926,            0.031194,            0.021887,           0.0036592,            0.000793,            0.000793,            0.000793
                 188,            0.026869,            0.024404,           0.0025106,             0.95611,             0.91117,             0.95919,             0.69124,             0.03116,            0.022103,           0.0036916,           0.0007435,           0.0007435,           0.0007435
                 189,            0.026891,            0.025663,           0.0026782,             0.95478,             0.91623,             0.95699,             0.69281,             0.03137,            0.022188,           0.0035745,            0.000694,            0.000694,            0.000694
                 190,             0.02719,            0.024202,           0.0025755,             0.95455,             0.91982,             0.95857,             0.69946,            0.031004,            0.021859,           0.0036012,           0.0006445,           0.0006445,           0.0006445
                 191,            0.026175,            0.024173,           0.0025818,             0.95799,             0.92425,             0.96001,             0.70614,            0.030644,            0.021758,            0.003507,            0.000595,            0.000595,            0.000595
                 192,             0.02625,            0.023865,           0.0027137,             0.95087,               0.923,             0.95656,              0.6998,            0.030839,            0.021768,           0.0034834,           0.0005455,           0.0005455,           0.0005455
                 193,            0.025811,            0.024433,           0.0027859,             0.96508,             0.90806,             0.95531,             0.69913,            0.030894,             0.02174,           0.0034892,            0.000496,            0.000496,            0.000496
                 194,            0.025925,            0.024166,           0.0025781,             0.96604,             0.91353,             0.95574,             0.69834,            0.030805,            0.021779,           0.0035531,           0.0004465,           0.0004465,           0.0004465
                 195,            0.025806,            0.024155,           0.0025548,             0.96142,             0.92178,             0.95795,             0.69738,             0.03072,            0.021734,           0.0035652,            0.000397,            0.000397,            0.000397
                 196,            0.025626,            0.023555,           0.0025532,             0.95865,             0.92593,             0.95817,             0.70118,              0.0305,            0.021854,           0.0035536,           0.0003475,           0.0003475,           0.0003475
                 197,            0.025336,            0.023024,           0.0023661,             0.96417,             0.92146,              0.9577,             0.70007,            0.030624,             0.02189,           0.0035632,            0.000298,            0.000298,            0.000298
                 198,            0.025685,            0.024397,           0.0028005,             0.95943,             0.91233,             0.95614,             0.70118,            0.030528,            0.021706,            0.003552,           0.0002485,           0.0002485,           0.0002485
                 199,            0.025251,            0.024262,           0.0022471,             0.95838,             0.92207,             0.95887,             0.70464,            0.030379,            0.021611,           0.0035018,            0.000199,            0.000199,            0.000199
